chunk_idx,text,filename,is_rule,lv1_name
10,"- 11 -
금융소비자보호법에 관해 궁금한 사항이 있는 경우 어디서 찾아볼 수 있나요?
금소법은법,시행령(대통령령),감독규정,시행세칙으로구성되어있습니다.그렇기때문에금융소비자가금소법에대해보다더정확히이해하기위해서는법률과하위규정을모두살펴보아야합니다.법,시행령,감독규정,시행세칙등은금융감독원금융감독법규정보시스템(law.fss.or.kr)과국가법령정보센터인터넷홈페이지(law.go.kr)에서확인하실수있습니다.금융감독원 금융감독법규정보시스템국가법령정보센터
금소법에대한질의·답변사항(FAQ)이나추가적인설명및교육자료는금융감독원인터넷홈페이지(fss.or.kr)를통해서확인할수있습니다.[질의·답변사항(FAQ) 및 설명자료 확인방법] ➊ “금융감독원(www.fss.or.kr)” 홈페이지 접속 → ➋ 상단 메뉴 “업무자료” 클릭 → ➌ “금융소비자보호법” 탭 클릭 → ➍ “금소법 안내자료”, “금소법 업무자료”, “금소법 FAQ” 확인",230918_금융소비자용 금소법 안내자료_f.pdf,False,R4
11,"- 13 -
 금융소비자보호법은 어떤 경우에 적용되나요?금소법은법령에서정의하는금융소비자가금융상품판매업자또는자문업자와금융상품을거래(계약체결,계약체결의대리·중개,금융상품에관한자문)하는경우를그적용대상으로규정하고있습니다.다만금소법은금융소비자보호의필요성을종합적으로감안하여금융소비자·금융상품·판매업자유형별로영업행위준수사항,소비자의권리등일부규정의적용범위를달리정하고있음을유의할필요가있습니다.",230918_금융소비자용 금소법 안내자료_f.pdf,False,R4
12,"- 14 -
 금융상품은 어떻게 구분하나요?금소법에서는모든금융상품을그상품의속성에따라1)예금성상품,2)대출성상품,3)보장성상품,4)투자성상품의4가지유형으로구분하고있습니다.금소법은하나의금융상품이둘이상의상품유형에동시에해당하는경우각각의상품유형에모두속하는것으로봅니다. ❶예금성상품은은행법·저축은행법상예금및이와유사한것으로규정하고있으며,은행·저축은행·신협의예·적금등이이에해당합니다. ❷대출성상품은은행법·저축은행법상대출,여신전문금융업법상신용카드·시설대여·연불판매·할부금융및이와유사한것으로규정하고있으며,각금융회사의대출,카드사·할부금융회사의신용카드·리스·할부,대부업자의대부상품등이이에해당합니다. ❸보장성상품은보험업법상보험상품및이와유사한것으로규정하고있으며,생명보험·손해보험·신협공제등이이에해당합니다. ❹투자성상품은자본시장법에따른금융투자상품및이와유사한것으로규정하고있으며,주식·펀드·파생상품·신탁계약·투자일임계약·P2P연계투자등이이에해당합니다.",230918_금융소비자용 금소법 안내자료_f.pdf,False,R4
13,"- 15 -
 금융상품판매업자·자문업자는 어떻게 구분하나 요?금소법에서는금융상품판매채널을업무특성에따라크게금융상품판매업자,금융상품자문업자로구분하고금융상품판매업자는금융상품직접판매업자와금융상품판매대리·중개업자로구분하고있습니다. ❶금융상품직접판매업자는자신이직접계약의상대방으로서금융상품에관한계약의체결을영업으로하는자또는「자본시장과금융투자업에관한법률」제6조3항에따른중개업을영위하는자입니다.은행,저축은행,카드사,할부금융회사,증권사,신협,P2P업자,대부업자등이이에해당합니다. ❷금융상품판매대리·중개업자는금융상품에관한계약의체결을대리하거나중개하는것을영업으로하는자입니다.대출모집인,투자권유대행인,보험설계사·보험대리점·보험중개사,대부중개업자등이이에해당합니다. ❸금융상품자문업자는이익을얻을목적으로계속적또는반복적인방법으로금융상품의가치또는취득과처분결정에관한자문에응하는자입니다.자본시장법상투자자문업자,금소법상독립자문업자등이이에해당합니다.다만금소법상독립자문업자는원칙적으로금융상품판매업을함께수행할수없습니다.",230918_금융소비자용 금소법 안내자료_f.pdf,False,R4
14,"- 16 -
 금융소비자는 어떻게 구분하나요?금소법상금융소비자란금융상품판매업자의거래상대방또는금융상품자문업자로부터자문업무를받는상대방을말합니다.금소법은금융소비자의특성에따라보호의정도를달리하기위해금융소비자를1)전문금융소비자와2)일반금융소비자로구분하고있습니다. ❶전문금융소비자란금융상품에관한전문성또는소유자산규모등을고려했을때금융상품계약에따른위험을감수할수있는능력이있는금융소비자를의미하며,국가,지방자치단체,금융회사,주권상장법인등이이에해당합니다. ❷일반금융소비자는전문금융소비자가아닌금융소비자를지칭합니다.",230918_금융소비자용 금소법 안내자료_f.pdf,False,R4
15,"- 17 -
 금융소비자의 권리와 책무에는 무엇이 있나요?금소법은금융거래시상대적약자인금융소비자의권익을보호하기위하여금융소비자의기본적권리를규정하고있습니다.금융소비자는금융상품판매업자등의위법한영업(설명의무등을위반)으로인한재산상손해로부터보호받으며,신속하고공정한절차에따라적절히보상받을권리가있습니다.또한금융상품을선택하고소비하는데에필요한정보를제공받거나합리적인금융소비생활을위하여필요한금융교육을받을권리가있으며,금융소비자스스로의권익을증진하기위하여단체를조직하여활동하고,금융소비생활과관련된국가및지자체의정책에의견을반영시킬수있습니다.한편금소법은금융소비자가스스로의역량을강화하여권리를지킬수있도록금융소비자의책무를규정하였습니다.금융소비자는금융시장을구성하는주체임을인식하여금융상품을올바르게선택하고,금융소비자의권리를올바르게행사하여야하며,금융소비자스스로자신의권익을증진하기위하여필요한지식과정보를습득하도록노력하여야합니다.",230918_금융소비자용 금소법 안내자료_f.pdf,False,R4
16,"- 19 -
 금융상품판매대리·중개업자와 거래 시 어떤 점을 주의해야 하나요?
금융상품판매대리·중개업자는업무를수행할때금소법에따라자신이금융상품판매대리·중개업자라는표지를게시하거나증표를금융소비자에게보여주어야합니다.따라서금융소비자는금융상품판매대리·중개업자를통해금융상품계약을체결하는경우금융상품판매대리·중개업자의표지또는증표를먼저확인하여금소법에따라등록된금융상품판매대리·중개업자인지를판별한후에거래하여야합니다.또한,금융상품판매대리·중개업자의경우금융소비자로부터투자금,보험료등계약의이행으로서급부를받는행위,대리·중개를제3자에게재위탁하거나그에대한대가를지급하는행위,금융상품직접판매업자로부터정해진수수료외의금품,그밖의재산상이익을요구하거나수취하는행위등이금지되어있으니거래시주의할필요가있습니다.",230918_금융소비자용 금소법 안내자료_f.pdf,False,R4
17,"- 20 -
 금융상품자문업자와 거래 시 어떤 점을 주의해야 하나요? 
금융상품자문업자는자문업무를수행할때자신이금융상품자문업자라는표지를게시하거나증표를금융소비자에게보여주어야합니다.따라서금융소비자는금융상품자문업자를통해금융상품에대한자문을받는경우금융상품자문업자의표지또는증표를확인하여금소법에따라등록된금융상품자문업자인지판별한후에자문을받아야합니다.또한,금융상품자문업자의경우금소법상특정금융상품직접판매업자의금융상품에한정하여자문하거나,특정금융상품판매업자또는특정금융상품을광고하는행위가금지되어있으니거래시주의할필요가있습니다.",230918_금융소비자용 금소법 안내자료_f.pdf,False,R4
18,"- 21 -
 대리, 중개, 자문, 광고라는 용어가 서로 헷갈리는데 차이점이 무엇인가요? 
대리와중개는금융상품직접판매업자와금융소비자간에계약체결을돕는행위라는점은비슷하나대리는금융상품직접판매업자를위하여소비자로부터청약의사를수령하거나소비자에게승낙의사를표시하는행위를말합니다.반면중개는금융상품직접판매업자와금융소비자간에계약이체결될수있도록힘쓰는일체의행위를말합니다.자문이란특정소비자를대상으로금융상품의가치또는취득·처분결정에관하여도움을주는행위를말합니다.광고란특정소비자가아닌불특정소비자에게사업자나상품내용을널리알리거나제시하는행위를말합니다.",230918_금융소비자용 금소법 안내자료_f.pdf,False,R4
19,"- 22 -
 방문 혹은 전화로 금융상품을 가입하는 경우 유의해야 하는 사항은 무엇인가요?
방문판매나전화권유판매방식으로금융상품을판매하려는금융상품판매업자등은방문판매및전화권유판매를하려는임직원의명부를작성하고,금융소비자가요청하면금융소비자로하여금방문판매및전화권유판매를하려는임직원의신원을확인할수있도록하여야합니다.또한방문판매및전화권유판매를하는임직원은동방문혹은전화가판매를권유하기위한것이라는사실과판매하려는임직원성명,판매하는상품의종류및내용,일반금융소비자의경우금융상품계약체결을권유할목적으로연락하는것을금지할수있도록요구할수있는권리행사방법및절차등을금융소비자에게고지하여야하며,방문판매및전화권유판매를하는임직원은계약체결을권유할목적으로야간(오후9~오전8시)에연락하거나금융소비자를방문할수없습니다.따라서방문판매및전화권유판매시금융소비자는금융상품판매업자등을통해방문판매및전화권유판매를하는임직원이금융상품판매업자등의임직원인지여부를확인하여야하며,방문판매혹은전화권유판매관련연락혹은방문을받고싶지않은일반금융소비자의경우금융상품판매업자등에게연락하지않을것을요구할수있습니다.",230918_금융소비자용 금소법 안내자료_f.pdf,False,R4
20,"- 23 -
 
 6대 판매원칙이 무엇인가요?
금소법은기존개별금융업법에서일부금융상품에한정해서적용하고있던영업행위에관한준수사항을모든금융상품으로확대적용하여금융소비자보호의공백을최소화하는것을목적으로하고있습니다.6대판매원칙은금소법에서금융상품판매업자및자문업자에게부과하고있는영업행위준수사항을의미하며,1)적합성원칙,2)적정성원칙,3)설명의무,4)불공정영업행위금지,5)부당권유금지,6)광고규제로구성되어있습니다.6대판매원칙의주요내용은아래와같습니다.6대 판매원칙 주요 내용6대 판매원칙주요 내용❶적합성 원칙소비자의 재산상황, 금융상품 취득·처분 경험 등에 비추어 부적합한 금융상품 계약체결의 권유를 금지합니다.❷적정성 원칙소비자가 자발적으로 구매하려는 금융상품이 소비자의 재산 등에 비추어 부적정할 경우 그 사실을 소비자에게 고지하고 확인할 의무가 있습니다.❸설명의무금융상품 계약 체결을 권유하거나, 소비자가 설명을 요청하는 경우 상품의 중요사항을 설명해야합니다❹불공정영업금지판매업자등이 금융상품 판매시 우월적 지위를 이용하여 소비자의 권익을 침해하는 행위(대출과 관련하여 다른 금융상품 계 약 을 강 요 하 는 행 위, 업 무 와 관 련 하 여 편 익 을 요 구 하 는 행 위 등)를 금지합니다.❺부당권유금지금융상품 계약 체결 권유시 소비자가 오인할 우려가 있는 허위사실을 알리는 행위(불확실한 사항에 대한 단정적 판단을 제공하는 행위, 금융상품의 내용을 사실과 다르게 알리는 행위 등)는 금지되어 있습니다.❻광고 규제금융상품이나 금융회사에 대한 광고 시에 특정 내용을 포함해야 하며, 일부 내용은 금지됩니다",230918_금융소비자용 금소법 안내자료_f.pdf,False,R4
21,"- 24 -
 6대 판매원칙은 모든 금융소비자에게 동일하게 적용되나요? 
금소법은일반금융소비자의경우에는6대판매원칙을모두적용(다만,일부상품의경우에는적용범위의차이가있음을유의할필요)하는반면위험감수능력이있는전문금융소비자의경우에는6대판매원칙중불공정영업행위금지,부당권유행위금지,광고규제만을적용대상으로규정하고있습니다. 금융소비자 구분에 따른 6대 판매원칙 적용 범위구 분일반 금융소비자전문 금융소비자❶적합성 원칙적 용미적용❷적정성 원칙❸설명의무❹불공정영업금지적 용❺부당권유금지❻광고 규제",230918_금융소비자용 금소법 안내자료_f.pdf,False,R4
22,"- 25 -
 6대 판 매 원 칙 은 모 든 금 융 상 품 에 동 일 하 게 적 용 되 나 요?
금소법은원칙적으로모든금융상품에대해6대판매원칙을적용하는것으로규정하고있습니다.다만적합성·적정성원칙의경우금융상품별특성,소비자보호필요성등을감안하여그적용범위를달리규정하고있습니다.❶적합성원칙:1)변액보험,외화보험및이와유사한보장성상품,2)증권형크라우드펀딩,P2P연계투자등을제외한모든투자성상품,3)모든대출성상품에적용됩니다.❷적정성원칙:1)변액보험,외화보험및이와유사한보장성상품,2)파생상품,파생결합증권,고난도금융투자상품등일부투자성상품,3)주택,증권,지식재산권등담보대출상품에만적용됩니다.",230918_금융소비자용 금소법 안내자료_f.pdf,False,R4
23,"- 26 -
 금융상품판매업자등이 6대 판매원칙을 위반하는 경우 어떤 조치를 받나요? 
 금융상품판매업자·자문업자및소속임직원이6대판매원칙을위반하는경우에는기관및임직원에대해영업·신분상제재,금전제재(과징금및과태료)가부과됩니다.금소법은영업행위준수사항규제의실효성을높이기위해과태료부과대상을확대하고부과한도액(최고1억원이하)을상향조정하였으며,적합성·적정성원칙을제외한판매원칙위반의경우에는수입등의50%이내범위에서과징금을부과할수있도록규정하고있습니다.한편금융상품판매업자·자문업자및소속임직원이고의또는과실로6대판매원칙을위반하여금융소비자에게손해를발생시킨경우에는그손해를배상할책임이있습니다.특히설명의무를위반하는경우에는금융상품판매업자등이스스로고의및과실이없음을입증하여야손해배상책임을면할수있습니다.",230918_금융소비자용 금소법 안내자료_f.pdf,False,R4
24,"- 27 -
 적합성 원칙과 적정성 원칙의 차이점이 무엇인가요?
금융소비자가금융상품계약을체결할때적용되는적합성원칙과적정성원칙의가장큰차이점은금융상품판매업자의금융상품계약체결에관한“권유”가있는지여부입니다.적합성원칙은금융회사가소비자에게금융상품을권유할때,해당소비자의재산상황,금융상품취득·처분경험등에비추어부적합한금융상품을권유해서는안된다는것을의미합니다.이에반해적정성원칙은계약체결권유없이소비자가금융상품을자발적으로구매할때,금융상품이해당소비자의재산상황,금융상품취득·처분경험등에비추어부적정할경우이를소비자에게알리고확인받아야된다는것을의미합니다.적정성원칙은금융소비자의의사에따른계약체결을전제로하고있기때문에상대적으로소비자보호의필요성이낮습니다.이로인해적합성원칙에비해적정성원칙의적용대상이되는금융상품의범위가좁습니다.적합성원칙의경우변액보험및이와유사한보장성상품,증권형크라우드펀딩,P2P연계투자등을제외한모든투자성상품,모든대출성상품에적용되는반면적정성원칙의경우변액보험및이와유사한보장성상품,파생상품,파생결합증권,고난도금융투자상품등일부투자성상품,주택,증권,지식재산권등담보대출상품에만적용됩니다.",230918_금융소비자용 금소법 안내자료_f.pdf,False,R4
25,"- 28 -
 비대면으로 거래하는 경우에는 판매업자의 “권유”가 없다고 보아 적합성 원칙을 적용받지 않아도 되나요? 
 비대면거래라고할지라도소비자가금소법상적합성원칙이적용되는금융상품에대해“권유”를받겠다는의사를표시한이후에금융상품판매업자가금융상품계약체결을권유할경우에는원칙적으로적합성원칙이적용됩니다. 다음의경우에는일반적으로소비자가“권유”를받겠다는의사를표시했다고할수있습니다. ❶ 소비자가맞춤형상품추천에필요한정보를제공하는경우 ❷ 소비자가특정기준(거래빈도, 수익률, 이자율, 대출한도등)을선택하여 그기준에부합하는상품을찾는경우 다만, 소비자가특정상품명을직접입력하여검색하는경우등은“권유”를받겠다는의사표시로보기어렵습니다.",230918_금융소비자용 금소법 안내자료_f.pdf,False,R4
26,"- 29 -
 해당 금융상품이 금융소비자에게 적합한지 여부는 어떻게 판단하나요? 
 금소법은금융상품판매업자및자문업자가일반금융소비자의재산상황, 금융상품취득·처분경험등에비추어부적합한금융상품계약체결을권유하는것을금지하고있습니다. 이때, 금융상품판매업자등은면담·질문등을통하여“금융상품유형별로거래목적,재산상황,상품취득·처분경험또는그밖의정보”를파악하고,“금융상품유형별적합성판단기준”에따라해당금융상품이일반금융소비자에게적합한지여부를판단해야합니다. 금융상품유형별적합성판단기준은아래와같습니다. ❶ 보장성상품, 투자성상품의경우거래목적, 계약기간, 기대이익및기대손실등을고려한위험에대한태도, 금융상품에대한이해도, 재산상황(보유한자산중금융상품의유형별비중), 투자성상품취득·처분경험, 연령을종합적으로고려하여일반금융소비자의손실감수능력이적정한수준인지판단합니다. ❷ 대출성상품의경우거래목적, 원리금변제계획, 신용, 재산상황(소득, 부채및자산) 및고정지출, 연령을종합적으로고려하여일반금융소비자의상환능력이적정한수준인지판단합니다.",230918_금융소비자용 금소법 안내자료_f.pdf,False,R4
